[my_website] Crawled: 12 URLs in 0.76 seconds
[my_website] queue size: 0
         810738 function calls (790128 primitive calls) in 3.783 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 exceptions.py:247(IncompleteRead)
        1    0.000    0.000    0.000    0.000 parse.py:193(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 exc.py:220(UnsupportedCompilationError)
        1    0.000    0.000    0.000    0.000 zipfile.py:617(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 tz.py:4(TomlTz)
        1    0.000    0.000    0.000    0.000 threading.py:983(_set_native_id)
        1    0.000    0.000    0.000    0.000 roles.py:209(FromClauseRole)
        1    0.000    0.000    0.000    0.000 auth.py:107(HTTPDigestAuth)
        1    0.000    0.000    0.000    0.000 selectors.py:434(PollSelector)
        1    0.000    0.000    0.000    0.000 _pydecimal.py:5854(__init__)
        6    0.000    0.000    0.000    0.000 signal.py:48(_wraps)
        2    0.000    0.000    0.000    0.000 interface.py:645(__module__)
        1    0.000    0.000    0.000    0.000 ro.py:492(ReplacedBy)
        1    0.000    0.000    0.000    0.000 __init__.py:490(PackagePath)
        1    0.000    0.000    0.000    0.000 ro.py:188(_NamedBool)
        1    0.000    0.000    0.000    0.000 inspection.py:71(_InspectableTypeProtocol)
        1    0.000    0.000    0.000    0.000 decoder.py:1042(TomlPreserveCommentDecoder)
        1    0.000    0.000    0.000    0.000 argparse.py:620(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:33(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 _abstract_linkable.py:37(_FakeNotifier)
        1    0.000    0.000    0.000    0.000 __init__.py:1784(__init__)
        1    0.000    0.000    0.000    0.000 _abstract_linkable.py:173(_get_thread_ident)
        1    0.000    0.000    0.000    0.000 parse.py:223(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 coreviews.py:295(FilterAdjacency)
        1    0.000    0.000    0.000    0.000 heaps.py:135(_Node)
        1    0.000    0.000    0.000    0.000 greenlet.py:18(GreenletExit)
        1    0.000    0.000    0.000    0.000 greenlet.py:115(FailureSpawnedLink)
        1    0.000    0.000    0.000    0.000 __init__.py:271(LogRecord)
        1    0.000    0.000    0.000    0.000 request.py:1383(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 planarity.py:195(Interval)
        1    0.000    0.000    0.000    0.000 events.py:172(PeriodicMonitorThreadStartedEvent)
        1    0.000    0.000    0.000    0.000 greenlet.py:1031(_dummy_event)
        1    0.000    0.000    0.000    0.000 exc.py:173(CircularDependencyError)
        1    0.000    0.000    0.000    0.000 lock.py:164(_AtomicBoundedSemaphore)
        1    0.000    0.000    0.000    0.000 exceptions.py:12(RequestException)
        1    0.000    0.000    0.000    0.000 _addresses.py:36(AddressSyntaxError)
        2    0.000    0.000    0.000    0.000 functools.py:865(<lambda>)
        2    0.000    0.000    0.000    0.000 langhelpers.py:1351(bool_or_str)
        1    0.000    0.000    0.000    0.000 interfaces.py:157(IMethod)
        1    0.000    0.000    0.000    0.000 elements.py:765(DQLDMLClauseElement)
        5    0.000    0.000    0.000    0.000 declarations.py:211(__bases__)
        1    0.000    0.000    0.000    0.000 connection.py:698(_WrappedAndVerifiedSocket)
        1    0.000    0.000    0.000    0.000 graphviz.py:93(agisstrict)
        1    0.000    0.000    0.000    0.000 lock.py:157(_AtomicSemaphore)
        1    0.000    0.000    0.000    0.000 sqltypes.py:3484(Comparator)
        1    0.000    0.000    0.000    0.000 _interfaces.py:27(_Field)
        1    0.000    0.000    0.000    0.000 utils.py:19(CurrentEdge)
        1    0.000    0.000    0.000    0.000 langhelpers.py:1658(_IntFlagMeta)
        1    0.000    0.000    0.000    0.000 subprocess.py:648(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 __init__.py:2203(NullHandler)
        1    0.000    0.000    0.000    0.000 pickle.py:85(PickleError)
        1    0.000    0.000    0.000    0.000 models.py:206(RequestHooksMixin)
        1    0.000    0.000    0.000    0.000 elements.py:1286(SQLColumnExpression)
        1    0.000    0.000    0.000    0.000 _sqlite3.py:114(Error)
        1    0.000    0.000    0.000    0.000 compiler.py:7173(_BindNameForColProtocol)
        3    0.000    0.000    0.000    0.000 {method '__init__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 coercions.py:823(InElementImpl)
        4    0.000    0.000    0.000    0.000 _config.py:114(validate_anything)
        1    0.000    0.000    0.000    0.000 elements.py:1938(KeyedColumnElement)
        1    0.000    0.000    0.000    0.000 exc.py:72(SQLAlchemyError)
        2    0.000    0.000    0.000    0.000 models.py:170(raw)
        1    0.000    0.000    0.000    0.000 _pydecimal.py:192(DecimalException)
        1    0.000    0.000    0.000    0.000 _greenlet_primitives.py:126(_init)
        1    0.000    0.000    0.000    0.000 sqltypes.py:151(Comparator)
        1    0.000    0.000    0.000    0.000 shutil.py:65(SpecialFileError)
        1    0.000    0.000    0.000    0.000 flow_matrix.py:36(InverseLaplacian)
        1    0.000    0.000    0.000    0.000 coercions.py:683(_SelectIsNotFrom)
        1    0.000    0.000    0.000    0.000 temporalisomorphvf2.py:75(TimeRespectingGraphMatcher)
        1    0.000    0.000    0.000    0.000 row.py:321(ROMappingKeysValuesView)
        1    0.000    0.000    0.000    0.000 coercions.py:1266(FromClauseImpl)
        1    0.000    0.000    0.000    0.000 base.py:455(slots_dispatcher)
        1    0.000    0.000    0.000    0.000 request.py:184(ChunksAndContentLength)
        4    0.000    0.000    0.000    0.000 {built-in function sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 events.py:346(GeventWillPatchModuleEvent)
        1    0.000    0.000    0.000    0.000 events.py:223(_AbstractMemoryEvent)
        4    0.000    0.000    0.000    0.000 attr.py:148(<lambda>)
        1    0.000    0.000    0.000    0.000 functions.py:2012(cube)
        1    0.000    0.000    0.000    0.000 interfaces.py:972(ObjectEvent)
        1    0.000    0.000    0.000    0.000 interfaces.py:341(ReflectedComputed)
        1    0.000    0.000    0.000    0.000 clique.py:598(MaxWeightClique)
        1    0.000    0.000    0.000    0.000 argparse.py:1625(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 reportviews.py:379(DiDegreeView)
        3    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 readers.py:27(ZipReader)
        1    0.000    0.000    0.000    0.000 _interfaces.py:38(schema)
        1    0.000    0.000    0.000    0.000 auth.py:69(AuthBase)
        1    0.000    0.000    0.000    0.000 ddl.py:752(DropConstraint)
        1    0.000    0.000    0.000    0.000 netrc.py:10(NetrcParseError)
        1    0.000    0.000    0.000    0.000 reportviews.py:1275(InEdgeView)
        1    0.000    0.000    0.000    0.000 coercions.py:723(HasCacheKeyImpl)
        1    0.000    0.000    0.000    0.000 pathlib.py:385(_Selector)
        1    0.000    0.000    0.000    0.000 sqltypes.py:3607(__init__)
        1    0.000    0.000    0.000    0.000 base.py:263(_GenerativeType)
        1    0.000    0.000    0.000    0.000 functions.py:1609(AnsiFunction)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:519(DiGraphMatcher)
        1    0.000    0.000    0.000    0.000 exceptions.py:158(NameResolutionError)
        1    0.000    0.000    0.000    0.000 sqltypes.py:270(Unicode)
        1    0.000    0.000    0.000    0.000 _waiter.py:169(MultipleWaiter)
        1    0.000    0.000    0.000    0.000 exceptions.py:85(MaxRetryError)
        1    0.000    0.000    0.000    0.000 _hub_primitives.py:421(_init)
        1    0.000    0.000    0.000    0.000 reportviews.py:1387(InMultiEdgeView)
        1    0.000    0.000    0.000    0.000 _collections.py:325(OrderedIdentitySet)
        1    0.000    0.000    0.000    0.000 _base.py:61(_Waiter)
        1    0.000    0.000    0.000    0.000 ssl.py:95(_Callback)
        1    0.000    0.000    0.000    0.000 inspection.py:81(_InspectableProtocol)
        1    0.000    0.000    0.000    0.000 functions.py:1924(percentile_cont)
        1    0.000    0.000    0.000    0.000 interfaces.py:1120(IRegistrationEvent)
        1    0.000    0.000    0.000    0.000 selectable.py:1559(NoInit)
        1    0.000    0.000    0.000    0.000 shutil.py:79(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 threading.py:534(Event)
        1    0.000    0.000    0.000    0.000 monkey.py:201(is_module_patched)
        1    0.000    0.000    0.000    0.000 grequests.py:32(AsyncRequest)
        1    0.000    0.000    0.000    0.000 util.py:603(_long_statement)
        1    0.000    0.000    0.000    0.000 text.py:33(AsciiDirectedGlyphs)
        1    0.000    0.000    0.000    0.000 type_api.py:100(_SentinelProcessorType)
        1    0.000    0.000    0.000    0.000 shutil.py:69(ExecError)
        2    0.000    0.000    0.000    0.000 langhelpers.py:1132(__get__)
        1    0.000    0.000    0.000    0.000 _lzma.py:347(_StructToPy)
        1    0.000    0.000    0.000    0.000 exceptions.py:266(InvalidChunkLength)
        1    0.000    0.000    0.000    0.000 text.py:47(UtfBaseGlyphs)
        1    0.000    0.000    0.000    0.000 __init__.py:815(Lookup)
        1    0.000    0.000    0.000    0.000 _collections.py:594(_ScopeFuncType)
        1    0.000    0.000    0.000    0.000 _config.py:602(AresTimeout)
        1    0.000    0.000    0.000    0.000 ddl.py:664(DropTable)
        2    0.000    0.000    0.000    0.000 langhelpers.py:1593(classlevel)
        1    0.000    0.000    0.000    0.000 coercions.py:804(BinaryElementImpl)
        1    0.000    0.000    0.000    0.000 coercions.py:1228(JoinTargetImpl)
        1    0.000    0.000    0.000    0.000 elements.py:789(CompilerColumnElement)
        1    0.000    0.000    0.000    0.000 _greenlet_primitives.py:54(SwitchOutGreenletWithLoop)
        2    0.000    0.000    0.000    0.000 __init__.py:1391(protocol)
        1    0.000    0.000    0.000    0.000 argparse.py:1091(_HelpAction)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:261(final)
        1    0.000    0.000    0.000    0.000 _lzma.py:389(Allocator)
        1    0.000    0.000    0.000    0.000 {method '__init__' of 'LookupDict' objects}
        1    0.000    0.000    0.000    0.000 interfaces.py:470(ReflectedPrimaryKeyConstraint)
        1    0.000    0.000    0.000    0.000 type_api.py:2272(Variant)
        2    0.000    0.000    0.000    0.000 _abstract_linkable.py:462(_acquire_lock_for_switch_in)
        1    0.000    0.000    0.000    0.000 traceback.py:87(_Sentinel)
        1    0.000    0.000    0.000    0.000 decoder.py:69(CommentValue)
        1    0.000    0.000    0.000    0.000 exc.py:790(Base20DeprecationWarning)
        1    0.000    0.000    0.000    0.000 ddl.py:482(DropSchema)
        1    0.000    0.000    0.000    0.000 __init__.py:1057(StreamHandler)
        1    0.000    0.000    0.000    0.000 agraph.py:39(_Action)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:255(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 selectors.py:61(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 _pypy_util_cffi.py:4(StackNew)
        1    0.000    0.000    0.000    0.000 sqltypes.py:257(Text)
        1    0.000    0.000    0.000    0.000 encoder.py:270(TomlNumpyEncoder)
        1    0.000    0.000    0.000    0.000 coercions.py:1097(LabeledColumnExprImpl)
        1    0.000    0.000    0.000    0.000 dml.py:371(DeleteDMLState)
        1    0.000    0.000    0.000    0.000 ro.py:159(InconsistentResolutionOrderError)
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 coercions.py:654(LiteralValueImpl)
        1    0.000    0.000    0.000    0.000 quality.py:16(NotAPartition)
        1    0.000    0.000    0.000    0.000 selectable.py:4482(default_select_compile_options)
        1    0.000    0.000    0.000    0.000 _config.py:498(MonitorThread)
        1    0.000    0.000    0.000    0.000 {method 'append' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 coercions.py:1368(CompoundElementImpl)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 exceptions.py:122(HubDestroyed)
        1    0.000    0.000    0.000    0.000 exceptions.py:182(LocationParseError)
        1    0.000    0.000    0.000    0.000 threading.py:1405(_DummyThread)
        1    0.000    0.000    0.000    0.000 enum.py:58(_make_class_unpicklable)
        1    0.000    0.000    0.000    0.000 events.py:195(EventLoopBlocked)
        1    0.000    0.000    0.000    0.000 __init__.py:1231(__init__)
        1    0.000    0.000    0.000    0.000 declarations.py:625(implementer)
        1    0.000    0.000    0.000    0.000 declarations.py:948(provider)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 reportviews.py:1179(EdgeView)
        1    0.000    0.000    0.000    0.000 argparse.py:1110(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:870(BooleanOptionalAction)
        1    0.000    0.000    0.000    0.000 core.py:12(IDNAError)
        1    0.000    0.000    0.000    0.000 _hub_local.py:25(_Threadlocal)
        1    0.000    0.000    0.000    0.000 sqltypes.py:961(LargeBinary)
        1    0.000    0.000    0.000    0.000 _config.py:288(validate)
        3    0.000    0.000    0.000    0.000 futures.py:241(<listcomp>)
        1    0.000    0.000    0.000    0.000 events.py:589(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 algebraicconnectivity.py:21(_PCGSolver)
        1    0.000    0.000    0.000    0.000 argparse.py:776(Action)
        1    0.000    0.000    0.000    0.000 _pydecimal.py:293(DivisionUndefined)
        1    0.000    0.000    0.000    0.000 parse.py:810(Quoter)
        1    0.000    0.000    0.000    0.000 events.py:309(DoNotPatch)
        1    0.000    0.000    0.000    0.000 connection.py:187(host)
        1    0.000    0.000    0.000    0.000 base.py:60(_UnpickleDispatch)
        1    0.000    0.000    0.000    0.000 {built-in function __pypy__.add_memory_pressure}
        1    0.000    0.000    0.000    0.000 selectors.py:64(__init__)
        1    0.000    0.000    0.000    0.000 ro.py:223(_StaticMRO)
        3    0.000    0.000    0.000    0.000 inspect.py:3055(return_annotation)
        1    0.000    0.000    0.000    0.000 tempfile.py:459(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 exc.py:378(NoReferencedTableError)
        1    0.000    0.000    0.000    0.000 ElementPath.py:350(_SelectorContext)
        1    0.000    0.000    0.000    0.000 digraph.py:63(__set__)
        1    0.000    0.000    0.000    0.000 watcher.py:74(_NoWatcherResult)
        1    0.000    0.000    0.000    0.000 cookies.py:600(SimpleCookie)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
